ETid,Country,Date,Fine,Fine_cleaned,Controller,Quoted_Art,Type,Source,year
ETid-1808,POLAND,2023-02-08,"7,200",7200,Company,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 24 (1) GDPR, Art. 25 (1), (2) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link link,2023
ETid-748,LUXEMBOURG,2021-06-11,"7,200",7200,Unknown,"Art. 5 (1) c), e) GDPR, Art. 13 GDPR, Art. 32 (1) GDPR",Non-compliance with general data processing principles,link,2021
ETid-1411,SPAIN,2022-09-28,720,720,CLUB NATACIO LLEIDA,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1057,SPAIN,2022-02-01,"700,000",700000,Orange Espagne S.A.U.,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1791,SPAIN,2023-04-24,"70,000",70000,"Telefónica Móviles España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2023
ETid-1790,SPAIN,2023-04-25,"70,000",70000,"DIGI SPAIN TELECOM, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2023
ETid-1702,SPAIN,2023-03-21,"70,000",70000,"CAIXABANK PAYMENTS & CONSUMER EFC, EP, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2023
ETid-1701,SPAIN,2023-03-23,"70,000",70000,Orange Espagne S.A.U.,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2023
ETid-1487,SPAIN,2022-11-03,"70,000",70000,UNITED PARCEL SERVICE ESPAÑA LTD Y COMPAÑIA SRC,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1477,SPAIN,2022-10-31,"70,000",70000,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","Art. 5 (1) b) GDPR, Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1369,ITALY,2022-06-16,"70,000",70000,Unicredit S.p.A.,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-1297,ITALY,2022-05-26,"70,000",70000,Azienda sanitaria universitaria Friuli Centrale,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1235,ITALY,2022-04-28,"70,000",70000,Ospedale San Raffaele s.r.l.,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1056,SPAIN,2022-02-01,"70,000",70000,"ORANGE ESPAÑA VIRTUAL, S.L.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link,2022
ETid-879,SPAIN,2021-10-19,"70,000",70000,"Vodafone España, S.A.U.","Art. 21 GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights,link,2021
ETid-552,IRELAND,2020-12-17,"70,000",70000,University College Dublin,"Art. 5 (1) e), f) GDPR, Art. 32 (1) GDPR, Art. 33 (1) GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-353,SPAIN,2020-07-23,"70,000",70000,"Telefónica Móviles España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-350,SPAIN,2020-07-20,"70,000",70000,Xfera Moviles S.A.,Art. 5 GDPR,Non-compliance with general data processing principles,link,2020
ETid-179,CYPRUS,2019-10-25,"70,000",70000,"LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link,2019
ETid-1817,CYPRUS,2023-01-16,"7,000",7000,Πολίτης newspaper,"Art. 5 (1) c) GDPR, Art. 6 (1) f) GDPR",Non-compliance with general data processing principles,link,2023
ETid-1771,GREECE,2022-12-19,"7,000",7000,ΜΑΡΙΑ ΠΕΔΙΩΤΗ ΚΑΙ ΣΙΑ Ο.Ε.,"Art. 12 GDPR, Art. 15 GDPR, Art. 31 GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-1754,ITALY,2023-01-26,"7,000",7000,Azienda Ospedaliera Bianchi Melacrino Morelli,"Art. 5 GDPR, Art 9 GDPR, Art. 32 GDPR, Art. 75 Codice della privacy",Insufficient technical and organisational measures to ensure information security,link,2023
ETid-1528,ITALY,2022-10-20,"7,000",7000,I.S.P.R.O.,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1328,ROMANIA,2022-08-09,"7,000",7000,CDI Transport Intern și Internațional SRL,"Art. 12 (1) GDPR, Art. 58 (1) a), e) GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-1274,ITALY,2022-05-22,"7,000",7000,Azienda Socio Sanitaria Territoriale Dei Sette Laghi,"Art. 5 (1) f) GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1239,ROMANIA,2022-06-20,"7,000",7000,Asociația de Proprietari Aviației Park,"Art. 5 (1) a), c), e) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1097,ICELAND,2022-03-08,"7,000",7000,Hörpu tónlistar- og ráðstefnuhúss ohf.,"Art. 5 (1) c) GDPR, Art. 6 GDPR",Non-compliance with general data processing principles,link,2022
ETid-991,ITALY,2021-12-02,"7,000",7000,Società Med Store Saronno s.r.l.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-758,GERMANY,2020,"7,000",7000,Unknown,Art. 58 (1) f) GDPR,Insufficient cooperation with supervisory authority,link,2020
ETid-698,ITALY,2021-03-25,"7,000",7000,TECNOMEDICAL S.r.l.,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2021
ETid-370,FINLAND,2020-08-05,"7,000",7000,Acc Consulting Varsinais-Suomi,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-230,DENMARK,2020-03-10,"7,000",7000,Hørsholm Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-73,LATVIA,2019-08-26,"7,000",7000,Online Services,Art. 17 GDPR,Insufficient fulfilment of data subjects rights,link,2019
ETid-1706,LUXEMBOURG,2022-12-13,700,700,Company,"Art. 12 (1) GDPR, Art. 13 (1) f) GDPR",Insufficient fulfilment of information obligations,link link,2022
ETid-1569,POLAND,2022-08-30,"6,800",6800,TIMSHEL Sp. z o.o.,Art. 58 (1) e) GDPR,Insufficient cooperation with supervisory authority,link link,2022
ETid-1001,LUXEMBOURG,2021-12-01,"6,800",6800,Unknown,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2021
ETid-759,DENMARK,2021-07-16,"67,900",67900,Region of Syddanmark,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2021
ETid-1270,DENMARK,2022-07-14,"67,200",67200,SIRIUS (law firm),Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2022
ETid-839,DENMARK,2021-09-17,"67,200",67200,Syddanmark Region,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2021
ETid-1412,DENMARK,2022-09-12,"6,700",6700,Hørsholm municipality,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1330,DENMARK,2022-08-11,"6,700",6700,Lolland municipiality,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1106,DENMARK,2022-03-25,"6,700",6700,Danish National Genome Center,Art. 36 GDPR,Insufficient technical and organisational measures to ensure information security,link link,2022
ETid-319,DENMARK,2020-06-30,"6,700",6700,Lejre Municipality,"Art. 5 GDPR, Art. 6 GDPR, Art. 33 GDPR, Art. 34 GDPR",Non-compliance with general data processing principles,link,2020
ETid-277,DENMARK,2020-05-15,"6,700",6700,JobTeam A/S DKK,Art. 15 GDPR,Insufficient fulfilment of data subjects rights,link,2020
ETid-198,SPAIN,2020-02-03,"6,670",6670,Banco Bilbao Vizcaya Argentaria S.L.,"Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,link,2020
ETid-79,POLAND,2019-09-10,"660,000",660000,Morele.net,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2019
ETid-996,MALTA,2022-01-17,"65,000",65000,C-Planet (IT Solutions) Limited,"Art. 5 (1) f) GDPR, Art. 6 (1) GDPR, Art. 9 (1), (2) GDPR, Art. 14 GDPR, Art. 32 GDPR, Art. 33 GDPR, Art. 34 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-791,GERMANY,2020,"65,000",65000,Company,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link link,2020
ETid-553,LATVIA,2021-02-09,"65,000",65000,Lursoft IT SIA,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-449,IRELAND,2020-08-18,"65,000",65000,Cork University Maternity Hospital,"Art. 5 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1649,GERMANY,2022,"6,500",6500,Pharmacy,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1011,FINLAND,2021-12-16,"6,500",6500,Travel agency,"Art. 5 (1) f) GDPR, Art. 17 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link link,2021
ETid-719,SWEDEN,2021-06-07,"64,500",64500,Voice Integrate Nordic AB,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2021
ETid-1432,SPAIN,2022-10-09,"64,000",64000,EVERIS SPAIN S.L,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,link,2022
ETid-886,SPAIN,2021-10-26,"64,000",64000,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-1688,POLAND,2023-01-19,"6,400",6400,Szczecin-Centrum District Court,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 24 (1) GDPR, Art. 25 (1), (2) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link link,2023
ETid-1244,HUNGARY,2022-02-08,"634,000",634000,Budapest Bank Zrt.,"Art. 5 (1) a), b) GDPR, Art. 6 (1), (4) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 21 (1), (2) GDPR, Art. 24 (1) GDPR, Art. 25 (1), (2) GDPR",Insufficient legal basis for data processing,link,2022
ETid-950,NORWAY,2021-12-13,"6,300,000",6300000,Grindr LLC,"Art. 6 (1) GDPR, Art. 9 (1) GDPR",Insufficient legal basis for data processing,link,2021
ETid-488,LATVIA,2020-12-15,"6,250",6250,Unknown,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-40,LITHUANIA,2019-05-16,"61,500",61500,Payment service provider UAB MisterTango,"Art. 5 GDPR, Art. 32 GDPR, Art. 33 GDPR",Insufficient fulfilment of data breach notification obligations,link,2019
ETid-952,FINLAND,2021-12-07,"608,000",608000,Psykoterapiakeskus Vastaamo,"Art. 5 (1) f) GDPR, Art. 33 (1) GDPR, Art. 34 (1) GDPR",Non-compliance with general data processing principles,link,2021
ETid-980,FRANCE,2021-12-31,"60,000,000",60000000,Facebook Ireland Ltd.,Art. 82 loi Informatique et Libertés,Insufficient legal basis for data processing,link link,2021
ETid-979,FRANCE,2021-12-31,"60,000,000",60000000,Google Ireland Ltd.,Art. 82 loi Informatique et Libertés,Insufficient legal basis for data processing,link link,2021
ETid-1024,GREECE,2022-01-27,"6,000,000",6000000,Cosmote Mobile Telecommunications S.A.,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 25 (1) GDPR, Art. 26 GDPR, Art. 28 GDPR, Art. 35 (7) GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-522,SPAIN,2021-01-13,"6,000,000",6000000,Caixabank S.A.,"Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,link,2021
ETid-1506,FRANCE,2022-11-24,"600,000",600000,ÉLECTRICITÉ DE FRANCE,"Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. L. 34-5 CPCE",Insufficient fulfilment of data subjects rights,link link,2022
ETid-1361,FRANCE,2022-08-19,"600,000",600000,ACCOR SA,"Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. 32 GDPR, L. 34-5 CPCE",Insufficient fulfilment of data subjects rights,link link,2022
ETid-659,THE NETHERLANDS,2021-03-11,"600,000",600000,Municipality of Enschede,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,link,2021
ETid-609,SPAIN,2021-03-15,"600,000",600000,"Air Europa Lineas Aereas, SA.","Art. 32 (1) GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-344,BELGIUM,2020-07-14,"600,000",600000,Google Belgium SA,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 (1) a) GDPR, Art. 12 GDPR",Insufficient fulfilment of data subjects rights,link,2020
ETid-987,IRELAND,2021-12-02,"60,000",60000,Irish Teacher Council,"Art. 5 (1) GDPR, Art. 32 (1) GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-968,SPAIN,2021-12-16,"60,000",60000,Banco Bilbao Vizcaya Argentaria S.A.,Art. 6 GDPR,Insufficient legal basis for data processing,link,2021
ETid-788,SPAIN,2021-07-27,"60,000",60000,PRA Iberia S.L.,"Art. 6 (1) GDPR, Art. 15 GDPR",Insufficient legal basis for data processing,link,2021
ETid-630,SPAIN,2021-04-08,"60,000",60000,"Kutxabank, S.A.",Art. 17 GDPR,Insufficient fulfilment of data subjects rights,link,2021
ETid-618,ITALY,2021-02-11,"60,000",60000,Roma Servizi per La Mobilita S.r.l.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2021
ETid-605,SPAIN,2021-03-16,"60,000",60000,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-411,SPAIN,2020-10-06,"60,000",60000,Lycamobile,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-408,SPAIN,2020-09-25,"60,000",60000,Xfera Moviles S.A.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-407,ITALY,2020-09-30,"60,000",60000,Scanshare s.r.l.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-404,SPAIN,2020-09-22,"60,000",60000,"GLP Instalaciones 86, SL","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-396,SPAIN,2020-09-17,"60,000",60000,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-365,SPAIN,2020-08-04,"60,000",60000,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-225,SPAIN,2020-03-04,"60,000",60000,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-194,SPAIN,2020-02-03,"60,000",60000,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-192,SPAIN,2020-02-03,"60,000",60000,Xfera Moviles S.A.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-153,SPAIN,2019-10-23,"60,000",60000,"Vodafone España, S.A.U.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link,2019
ETid-152,SPAIN,2019-11-06,"60,000",60000,"Vodafone España, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing,link,2019
ETid-119,SPAIN,2019-11-19,"60,000",60000,Xfera Moviles S.A.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2019
ETid-114,SPAIN,2019-11-21,"60,000",60000,Viaqua Xestión Integral Augas de Galicia,Art. 6 GDPR,Insufficient legal basis for data processing,link,2019
ETid-113,SPAIN,2019-11-19,"60,000",60000,Corporación radiotelevisión espanola,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2019
ETid-93,SPAIN,2019-10-16,"60,000",60000,Xfera Moviles S.A.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2019
ETid-70,SPAIN,2019-08-16,"60,000",60000,AVON COSMETICS,Art. 6 GDPR,Insufficient legal basis for data processing,link,2019
ETid-56,SPAIN,Unknown,"60,000",60000,ENDESA (energy supplyer),Art. 5 (1) f) GDPR,Insufficient legal basis for data processing,link,Unkn
ETid-48,SPAIN,Unknown,"60,000",60000,"Debt collecting agancy (GESTIÓN DE COBROS, YO COBRO SL)",Art. 5 (1) f) GDPR,Insufficient legal basis for data processing,link,Unkn
ETid-1694,ITALY,2023-01-11,"6,000",6000,"Ufficio Scolastico Regionale per la Lombardia, Ufficio IV - Ambito Territoriale di Brescia","Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy, Art. 2-septies (8) Codice della privacy",Insufficient legal basis for data processing,link,2023
ETid-1636,ITALY,2022-12-15,"6,000",6000,Comune di Bracciano,"Art.5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy, Art. 2-septies (8) Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1618,CYPRUS,2022,"6,000",6000,Hermes Airport Ltd.,"Art. 24 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1616,ITALY,2022-11-10,"6,000",6000,Conservatorio di Musica S. Cecilia di Roma,"Art. 5 GDPR, Art. 6 GDPR, Art. 38 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1574,ITALY,2022-12-01,"6,000",6000,A.R.N.A.S. Civico,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy, Art. 2-septies (8) Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1563,LITHUANIA,2023-01-09,"6,000",6000,Praktiškas UAB,"Art. 5 (1) a) GDPR, Art. 9 (1) GDPR, Art. 13 (1), (2) GDPR, Art. 30 (1), (3) GDPR, Art. 35 (1), (3) GDPR",Insufficient legal basis for data processing,link,2023
ETid-1562,ITALY,2022-12-01,"6,000",6000,Store owner (Joy Unique Collection),"Art. 5 GDPR, Art. 13 GDPR, Art. 114 Codice della privacy",Insufficient fulfilment of information obligations,link,2022
ETid-1451,SPAIN,2022-10-17,"6,000",6000,Company,Art. 6 GDPR,Insufficient legal basis for data processing,link,2022
ETid-1431,SPAIN,2022-10-09,"6,000",6000,UNION DE OFICIALES DE LA GUARDIA CIVIL PROFESIONAL,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-1421,SPAIN,2022-10-04,"6,000",6000,Club Náutico el Estacio,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1356,SPAIN,2022-07-12,"6,000",6000,FREE SUN ENERGY S.L.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1291,ITALY,2021-03-25,"6,000",6000,Convitto Nazionale Statale 'Giordano Bruno' di Maddaloni (boarding school),"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing,link,2021
ETid-1290,ITALY,2022-05-12,"6,000",6000,Villabate municipality,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 37 (1) a) GDPR, Art. 37 (7) GDPR, Art. 38 (6) GDPR",Non-compliance with general data processing principles,link,2022
ETid-1166,SPAIN,2022-05-11,"6,000",6000,Homeowners Association,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1131,ITALY,2022-03-10,"6,000",6000,Azienda sanitaria provinciale di Caltanissetta,"Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 15 GDPR, Art. 37 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1074,SPAIN,2022-02-16,"6,000",6000,Private individual,Art. 6 (1) a) GDPR,Insufficient legal basis for data processing,link,2022
